Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,16,F,Helen,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,35,M,Joe,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,36,F,Patsy/ Persinelle,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,1050,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,22,F,Flora Anna,Negro,12/22/1856,1,0,1,0.005776137,Cash and Credit,0.0715586,750,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,32,F,Mary/ Maria,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,1250,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,26,M,David Johnson,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,29,M,Barny,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,24,M,Robert,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,29,M,Calvin,Negro,12/22/1856,1,0,1,0.006202525,Credit,0.07702264,1900,1
New Orleans,"Marie Eesor, Lucette Josephine Valerie Wiltz","New Orleans, LA",LA,New Orleans,Felicite Victorie Wiltz,"New Orleans, LA",LA,60,F,Samite,Black,12/29/1856,2,0,2,0.00602698,Cash,0.07477,200,1
New Orleans,"Henry Michael, Joseph Hyams, Benjamin","New Orleans, LA",LA,St. Bernard,Marie Anne Amelie Lombard,"St. Bernard, LA",LA,35,M,Sanon/ Adams,Negro,12/27/1856,1,0,1,0.00602698,Cash,0.07477,1205,1
New Orleans,William H. Holmes,"New Orleans, LA",LA,Lagrange,George Sherman Eaton,"Lagrange, GA",GA,23,F,Louisa,Dark Griff,12/26/1856,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Ophelia P. Talbert Henning,"New Orleans, LA",LA,New Orleans,Philippe Ducloslange,"New Orleans, LA",LA,26,F,Marguerite/ Lanton,Mulatto,12/29/1856,1,0,1,0.005746766,Cash and Credit,0.07118316,380,1
Bowie,Richard Runnels,"Bowie, TX",TX,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,22,F,Ann Sheek,Negro,12/29/1856,4,0,4,0.00602698,Cash,0.07477,1200,4
New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,New Orleans,Pierre Goulet,"New Orleans, LA",LA,35,F,Helene,Negro,12/29/1856,1,0,1,0.00602698,Cash,0.07477,450,1
New Orleans,George Heation,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,26,F,Maria Burgess,Unknown,12/27/1856,2,0,2,0.00602698,"Exchange, Cash",0.07477,1225,2
Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,New Orleans,George Heation,"New Orleans, LA",LA,18,F,Maria Ross,Negro,12/27/1856,1,0,1,0.00602698,"Exchange, Cash",0.07477,1225,1
New Orleans,Hippolyte Gilly,"New Orleans, LA",LA,New Orleans,Rene Philippe Theard,"New Orleans, LA",LA,49,F,Celie,Negro,12/27/1856,1,1,2,0.00602698,Cash,0.07477,1000,1
New Orleans,William James Ridgill,"New Orleans, LA",LA,New Orleans,Mary Ann Richardson,"New Orleans, LA",LA,12,M,Henry,Negro,12/30/1856,1,0,1,0.00602698,Cash,0.07477,350,1
New Orleans,Victoire Azche Smith Mader,"New Orleans, LA",LA,New Orleans,Antoinette Gerin Koch,"New Orleans, LA",LA,43,M,Sam,Negro,12/8/1856,1,0,1,0.00587886,Cash and Credit,0.07287264,880,1
Jefferson,Francis Dugue Lumz,"Jefferson, LA",LA,New Madrid,Luke Byrne,"New Madrid, MO",MO,37,M,John,Negro,12/18/1856,1,0,1,0.00602698,Cash,0.07477,700,1
New Orleans,"Oscar, Alfred Liveaudais","New Orleans, LA",LA,New Orleans,Louise Antoinette Decuir Denis,"New Orleans, LA",LA,22,M,Eugene,Creole Negro,12/20/1856,1,0,1,0.00602698,Cash,0.07477,750,1
New Orleans,Louis Francois Lebon,"New Orleans, LA",LA,New Orleans,Jackson McLanathan,"New Orleans, LA",LA,50,F,Catherine,Negro,12/31/1856,1,0,1,0.00602698,Cash,0.07477,400,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,New Orleans,Joseph A. Barelli,"New Orleans, LA",LA,30,M,Stephen,Unknown,12/30/1856,45,0,45,0.00602698,Cash,0.07477,27000,1
New Orleans,Pooley Nicol & Co. Unknown,"New Orleans, LA",LA,New Orleans,James Montgomery Cass,"New Orleans, LA",LA,35,M,Philander,Negro,12/30/1856,1,0,1,0.006202525,Credit,0.07702264,1000,1
New Orleans,Lewis Barnett,"New Orleans, LA",LA,New Orleans,Edward Barnett,"New Orleans, LA",LA,41,F,Mary Ann,Negro,12/31/1856,4,2,6,0,Credit,0,0,1
New Orleans,Thomas K. Price,"New Orleans, LA",LA,New Orleans,Eliza Harris Warfield,"New Orleans, LA",LA,24,M,Westly,Negro,1/2/1857,1,0,1,0.00602698,Cash,0.07477,1400,1
Lafourche,Charles L. Gaude & Co. Unknown,"Lafourche, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,22,F,Isaac Baptiste,Negro,1/3/1857,4,0,4,0.00602698,Cash,0.07477,1450,4
New Orleans,Aurore Doubrere,"New Orleans, LA",LA,New Orleans,C. Oger,"New Orleans, LA",LA,4,M,Sylvain,Mulatto,1/3/1857,1,0,1,0.00602698,Cash,0.07477,150,1
St. John,Lezin Becnel,"St. John, LA",LA,New Orleans,C. L. Daunoy Frey,"New Orleans, LA",LA,34,M,Belizaire,Negro,12/24/1856,1,0,1,0.006202525,Credit,0.07702264,1200,1
New Orleans,Felouise Gallantin,"New Orleans, LA",LA,New Orleans,Jules Domingon,"New Orleans, LA",LA,47,F,Magdeline,Negro,1/5/1857,1,0,1,0.00602698,Cash,0.07477,200,1
New Orleans,Adolphe Jean Lacroix,"New Orleans, LA",LA,New Orleans,Marie Poupin Maufre,"New Orleans, LA",LA,14,F,Josephine,Mulatto,1/5/1857,1,0,1,0.00602698,Cash,0.07477,650,1
New Orleans,David C. McCan,"New Orleans, LA",LA,New Orleans,Lucilia Ann O' Reilly Christie,"New Orleans, LA",LA,38,F,Rachel,Negro,12/6/1856,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,John B. Womack,"New Orleans, LA",LA,New Orleans,Joseph Maurice Hugonin,"New Orleans, LA",LA,11,F,Elizabeth,Negro,1/6/1857,1,0,1,0.00602698,Cash,0.07477,650,1
New Orleans,John B. Womack,"New Orleans, LA",LA,Biloxi,Pierre Pascal Hugonin,"Biloxi, MS",MS,15,M,Frank Avery,Negro,1/6/1857,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,John B. Womack,"New Orleans, LA",LA,New Orleans,Louis Jules Hus Desforges,"New Orleans, LA",LA,21,F,Luzanne,Griff,1/6/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Grand Gulf,Charles H. Pearson,"Grand Gulf, MS",MS,35,F,Margaret,Negro,2/2/1857,1,0,1,0.00602698,Cash,0.07477,425,1
New Orleans,Jean Fisse,"New Orleans, LA",LA,New Orleans,Louis Caretta,"New Orleans, LA",LA,55,F,Ann/ Celeste,Black,2/2/1857,1,0,1,0.005717386,Cash and Credit,0.07080772,235,1
New Orleans,Mahala Brockhan Garrison,"New Orleans, LA",LA,Fairfield,Joseph Kennedy,"Fairfield, SC",SC,22,F,Abby,Griff,1/26/1857,1,0,1,0.00602698,Cash,0.07477,950,1
New Orleans,Robert Spence,"New Orleans, LA",LA,New Orleans,Ellen Noonan Hogan,"New Orleans, LA",LA,26,F,Marriet,Negro,1/30/1857,1,0,1,0.00602698,Cash,0.07477,745,1
New Orleans,Josehine de la Rosa Trigo,"New Orleans, LA",LA,New Orleans,Josephine Santos de la Rosa,"New Orleans, LA",LA,25,F,Silia,Negro,1/30/1857,1,1,2,0.00602698,Cash,0.07477,770,1
New Orleans,Frederick Wintz,"New Orleans, LA",LA,Tuscaloosa,James Fredell Long,"Tuscaloosa, AL",AL,20,F,Suzanne,Negro,1/29/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Charles Yates,"New Orleans, LA",LA,New Orleans,William Colter,"New Orleans, LA",LA,11,F,Isabella,Negro,2/2/1857,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Suzannah Trevitt Russel,"New Orleans, LA",LA,New Orleans,Octave Anfoux,"New Orleans, LA",LA,45,F,Ellen,Negro,2/3/1857,1,0,1,0.00602698,Cash,0.07477,400,1
Carrollton,James G. George,"Carrollton, MS",MS,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,12,M,Alexander Stackey,Griff,2/4/1857,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,Elie Charles Etienne Choisy,"New Orleans, LA",LA,New Orleans,Jean Ursin Lavillebeurre,"New Orleans, LA",LA,35,M,Henry,Griff,2/3/1857,2,2,4,0.005790818,Cash and Credit,0.07174632,2500,1
St. Mary,William Taylor Palfrey Jr.,"St. Mary, LA",LA,New Orleans,Theodore Johnston,"New Orleans, LA",LA,20,M,Andrew,Negro,2/4/1857,1,0,1,0.00602698,Cash,0.07477,1275,1
Boure,E. S. Runnels,"Boure, TX",TX,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,M,Henry Webb,Negro,2/4/1857,2,0,2,0.00602698,Cash,0.07477,1400,2
New Orleans,Edward Planchard,"New Orleans, LA",LA,New Orleans,"Francois, Charles, Michel Amand, Octave Calonge","New Orleans, LA",LA,17,F,Eulalie,Griff,1/30/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,350,1
Unknown,Elsie Fellows Saul,"Unknown, Unknown",Unknown,Unknown,Thomas Henson Saul,"Unknown, Unknown",Unknown,-1,F,Ruth,Negro,3/22/1850,0,1,1,0.00602698,Cash,0.07477,700,1
Hancock,Henry Weston,"Hancock, MS",MS,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,25,M,Edmund Baker,Negro,2/5/1857,2,0,2,0.005746766,Cash and Credit,0.07118316,1500,2
New Orleans,Caroline L. Redlish Wade,"New Orleans, LA",LA,Jackson,David J. E. Berry,"Jackson, MS",MS,40,F,Nancy,Negro,1/31/1857,1,1,2,0.00602698,Cash,0.07477,575,1
New Orleans,John Armstrong,"New Orleans, LA",LA,Walton,James L. Grant,"Walton, GA",GA,28,M,Ben,Unknown,2/5/1857,2,0,2,0.006202525,Credit,0.07702264,2725,1
New Orleans,James Drummond,"New Orleans, LA",LA,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,20,F,Mary,Negro,1/26/1857,1,0,1,0.00602698,Cash,0.07477,1250,1
New Orleans,Aaron Parker Cleveland,"New Orleans, LA",LA,Macon,William Cadenhead,"Macon, AL",AL,23,F,Maria,Negro,2/5/1857,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Louis Phillippe Braud,"New Orleans, LA",LA,New Orleans,Samuel Gensler,"New Orleans, LA",LA,13,F,Julie,Negro,2/6/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,William L. Pitts,"New Orleans, LA",LA,New Orleans,Charles Rolland,"New Orleans, LA",LA,27,M,Charles,Negro,1/19/1857,1,0,1,0.00602698,Cash,0.07477,1372,1
New Orleans,Charles J. Picton,"New Orleans, LA",LA,Rapides,Laura Williams Maddox,"Rapides, LA",LA,38,F,Lena,Negro,12/13/1856,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Lewis Bellow,"New Orleans, LA",LA,New Orleans,Antoinette Gerin Koch,"New Orleans, LA",LA,36,F,Maria,Negro,12/8/1856,1,1,2,0.00587886,Cash and Credit,0.07287264,1175,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,10,F,Estelle,Mulatto,2/9/1857,1,0,1,0.00602698,Cash,0.07477,610,1
Unknown,William L. Masson,"Unknown, Unknown",Unknown,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,14,F,Harriet,Griff,2/7/1857,1,0,1,0.00602698,Cash,0.07477,695,1
Unknown,Meggie S. N. Peppard,"Unknown, Unknown",Unknown,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,40,F,Sarah,Negro,2/9/1857,1,0,1,0.00602698,Cash,0.07477,400,1
New Orleans,George W. Race,"New Orleans, LA",LA,New Orleans,Miles Judson,"New Orleans, LA",LA,31,M,John,Negro,2/7/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Bernard Kendig,"New Orleans, LA",LA,St. Martin,Harvey Hopkin,"St. Martin, LA",LA,27,M,William,Griff,2/9/1857,1,0,1,0.00602698,Cash,0.07477,925,1
New Orleans,Nicholas J. Hoey,"New Orleans, LA",LA,New Orleans,James H. Donegan,"New Orleans, LA",LA,34,F,Delphine,Negro,2/9/1857,1,0,1,0.00602698,Cash,0.07477,450,1
New Orleans,Henry Florence,"New Orleans, LA",LA,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,14,M,Lawson,Unknown,2/9/1857,2,0,2,0.00602698,Cash,0.07477,1000,1
New Orleans,Rev. William Mc Connell,"New Orleans, LA",LA,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,23,F,Arthemise,Mulatto,2/3/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Thomas Askew,"New Orleans, LA",LA,New Orleans,Josephine Hurd Armor,"New Orleans, LA",LA,32,F,Esther/ Hester,Negro,2/10/1857,1,1,2,0.00602698,Cash,0.07477,1000,1
Franklin,John Butler,"Franklin, LA",LA,Laraeca,John R. Fretwell,"Laraeca, TX",TX,25,M,William,Griff,2/6/1857,3,3,6,0.00602698,Cash,0.07477,3720,1
Plaquemines,M. Louis Octave Reggio,"Plaquemines, LA",LA,New Orleans,Jules Demaziliere Dusuau de la Croix,"New Orleans, LA",LA,50,M,Ephraim,Unknown,2/9/1857,5,0,5,0.006202525,Credit,0.07702264,2100,1
New Orleans,John B. Harrison,"New Orleans, LA",LA,New Orleans,Martha Denton Wright,"New Orleans, LA",LA,17,F,Ann/ Georgianne,Negro,1/29/1857,1,0,1,0.00602698,Cash,0.07477,750,1
New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,St. Bernard,Etienne Villavaso,"St. Bernard, LA",LA,20,F,Lucy,Negro,2/11/1857,1,2,3,0.00602698,Cash,0.07477,1150,1
New Orleans,Jules Demaziliere Dusuau Delacroix,"New Orleans, LA",LA,New Orleans,Charles de Blanc,"New Orleans, LA",LA,32,M,Moses,Unknown,1/29/1857,11,1,12,0.00602698,Barter,0.07477,1400,11
New Orleans,Frederick Bernard Albers,"New Orleans, LA",LA,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,16,F,Betty,Griff,2/12/1857,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Marie Amenaide Ducayet Simms,"New Orleans, LA",LA,New Orleans,Joseph Edward Guillot,"New Orleans, LA",LA,40,F,Eulalie,Mulatto,2/10/1857,1,4,5,0.00587886,Credit,0.07287264,2200,1
New Orleans,Alfred Ceresol,"New Orleans, LA",LA,New Orleans,Edouard Ceresol,"New Orleans, LA",LA,11,F,Marie,Negro,2/12/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Dame Thomassin Ceresol Desdunes,"New Orleans, LA",LA,New Orleans,Edouard Ceresol,"New Orleans, LA",LA,15,F,Philomene,Negro,2/12/1857,1,0,1,0.00602698,Donation,0.07477,1000,1
New Orleans,Aimee Gilbert,"New Orleans, LA",LA,New Orleans,Thomas Loublet,"New Orleans, LA",LA,26,F,Marie/ Marianne,Griff,2/14/1857,1,3,4,0.00602698,Cash,0.07477,1500,1
Unknown,Francois Grand,"Unknown, Unknown",Unknown,Unknown,Medelace Thomas,"Unknown, Unknown",Unknown,43,M,Raymond,Negro,1/22/1857,1,0,1,0.00602698,Cash,0.07477,3000,1
New Orleans,Henry Holmes,"New Orleans, LA",LA,New Orleans,N. S. Torrey & Co. Unknown,"New Orleans, LA",LA,23,M,Newton,Yellow,12/13/1856,1,0,1,0.006070898,Credit,0.07533316,950,1
New Orleans,Aaron Parker Cleveland,"New Orleans, LA",LA,New Orleans,Clarrise Martin Materre,"New Orleans, LA",LA,28,F,Adeline,Unknown,2/14/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Campfrancy Unknown,"New Orleans, LA",LA,New Orleans,Solidelle Solet,"New Orleans, LA",LA,29,F,Francoise,Griff,2/14/1857,1,1,2,0.00602698,Cash,0.07477,1000,1
New Orleans,William Raphael Miles,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,30,M,David,Negro,2/14/1857,17,0,17,0.006202525,Credit,0.07702264,1150,17
Tensas,Leonard V. Reeves,"Tensas, LA",LA,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,21,M,Theodore,Dark Griff,2/14/1857,3,0,3,0.006202525,Credit,0.07702264,4200,1
Iberville,Edward J. Gay,"Iberville, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,28,M,Louis,Negro,2/9/1857,2,0,2,0.00602698,Cash,0.07477,1000,2
St. Mary,William Taylor Palfrey Jr.,"St. Mary, LA",LA,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,21,M,Charles,Negro,2/16/1857,5,0,5,0.00587886,Credit,0.07287264,1400,5
New Orleans,Cecile Chaudurier,"New Orleans, LA",LA,New Orleans,Joseph Henri Bourgeau,"New Orleans, LA",LA,22,F,Leonine,Negro,2/16/1857,1,0,1,0.00602698,Cash,0.07477,400,1
New Orleans,Henry Rodriguez,"New Orleans, LA",LA,Jefferson,Antoine Onesine Degruy,"Jefferson, LA",LA,41,M,Tom,Unknown,2/12/1857,1,0,1,0.00583485,Cash and Credit,0.07230948,550,1
New Orleans,New Orleans Gas Light Co. Unknown,"New Orleans, LA",LA,New Orleans,John Caldwell Jr.,"New Orleans, LA",LA,26,M,Daniel,Negro,2/16/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,David Resolve Godwin,"New Orleans, LA",LA,New Orleans,Angel Martin,"New Orleans, LA",LA,45,F,Josephine,Negro,2/14/1857,1,1,2,0.00602698,Cash,0.07477,750,1
New Orleans,Daniel Blum,"New Orleans, LA",LA,New Orleans,David Goodman,"New Orleans, LA",LA,38,F,Pharaoh,Negro,2/17/1857,1,4,5,0.00602698,Cash,0.07477,3515,1
New Orleans,Henry Holmes,"New Orleans, LA",LA,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,12,M,Bazile,Negro,2/5/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,880,1
New Orleans,Terrence Firmin Levasseur,"New Orleans, LA",LA,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,30,M,Boucherol,Negro,2/5/1857,2,0,2,0.00587886,Cash and Credit,0.07287264,1570,2
New Orleans,John Breen,"New Orleans, LA",LA,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,13,M,Felix,Negro,2/5/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,890,1
New Orleans,Cornelius O'Brien,"New Orleans, LA",LA,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,50,F,Doll,Negro,2/5/1857,1,0,1,0.00602698,Cash,0.07477,350,1
New Orleans,Louis Castera,"New Orleans, LA",LA,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,50,M,Colas,Griff,2/5/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,540,1
Iberville,Austin Hunt,"Iberville, LA",LA,New Orleans,Thomas C. Matthews,"New Orleans, LA",LA,25,F,Peggy,Mulatto,2/28/1857,1,0,1,0.006202525,Credit,0.07702264,1100,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,New Orleans,Roselmire Allain,"New Orleans, LA",LA,32,F,Emmeline Harris,Negro,2/28/1857,1,0,1,0.00602698,Cash,0.07477,350,1
New Orleans,Francis Bone,"New Orleans, LA",LA,New Orleans,James P. Godefroy,"New Orleans, LA",LA,13,M,Hippolyte,Mulatto,3/2/1857,1,0,1,0.005790818,Cash and Credit,0.07174632,750,1
New Orleans,James P. Godefroy,"New Orleans, LA",LA,New Orleans,Marie Celestine Clemence Godefroy Vignaud,"New Orleans, LA",LA,13,M,Hippolyte,Unknown,3/2/1857,1,0,1,0.00602698,Cash,0.07477,700,1
West Feliciana,William Polk,"West Feliciana, LA",LA,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,25,M,Edmond,Negro,2/20/1857,1,0,1,0.00602698,Cash,0.07477,1500,1
West Feliciana,William Polk,"West Feliciana, LA",LA,New Orleans,James White,"New Orleans, LA",LA,19,F,Ann,Mulatto,2/20/1857,1,0,1,0.00602698,Cash,0.07477,1400,1
West Feliciana,William Polk,"West Feliciana, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,22,F,Mary Ann,Negro,2/20/1857,1,0,1,0.00602698,Cash,0.07477,1175,1
New Orleans,William W. Loud,"New Orleans, LA",LA,New Orleans,Etienne Aynaud,"New Orleans, LA",LA,33,F,Celia,Negro,3/2/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,David Mc Cants,"New Orleans, LA",LA,Tuscaloosa,James Fredell Long,"Tuscaloosa, AL",AL,50,F,China,Negro,2/28/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,350,1
Huntsville,Thomas Bibb,"Huntsville, AL",AL,New Orleans,Juan Ygnacio de Egana,"New Orleans, LA",LA,41,M,Alfred,Negro,3/3/1857,1,0,1,0.00602698,Cash,0.07477,3000,1
New Orleans,Felix Grima,"New Orleans, LA",LA,New Orleans,Elizabeth Aimee Trepagnier la Branche,"New Orleans, LA",LA,13,F,Adele,Mulatto,2/28/1857,1,0,1,0.00602698,Cash,0.07477,800,1
Mobile,Lucie Perier Guiron,"Mobile, AL",AL,New Orleans,Joseph Prados,"New Orleans, LA",LA,37,F,Estelle,Mulatto,3/2/1857,1,0,1,0.00602698,Cash,0.07477,200,1
New Orleans,Charles Sagory,"New Orleans, LA",LA,New Orleans,Josephine Mathilde Harang Arata,"New Orleans, LA",LA,45,F,Patience,Negro,2/27/1857,1,0,1,0.00602698,Cash,0.07477,400,1
New Orleans,Ignatius Szymanski,"New Orleans, LA",LA,St. Bernard,Charles Fierville Bienvenu,"St. Bernard, LA",LA,30,M,Joe,Griff,2/5/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,1160,1
New Orleans,Andrew & Lierau Unknown,"New Orleans, LA",LA,Caldwell,Thomas R. Bradley,"Caldwell, LA",LA,26,F,Bob,Negro,2/25/1857,2,0,2,0.00602698,Cash,0.07477,3200,1
New Orleans,Benjamin Bland,"New Orleans, LA",LA,New Orleans,James A. Gerguson,"New Orleans, LA",LA,14,M,Isaac,Negro,3/2/1857,1,0,1,0.00602698,Cash,0.07477,900,1
Adams,James Surget,"Adams, MS",MS,New Orleans,Hanson B. Cresap,"New Orleans, LA",LA,18,F,Milly,Mulatto,3/3/1857,1,1,2,0.00602698,Cash,0.07477,1250,1
New Orleans,Simpson Turner,"New Orleans, LA",LA,New Orleans,Sarah A. Fort Harvey,"New Orleans, LA",LA,30,M,George,Negro,3/3/1857,3,1,4,0.00602698,Cash,0.07477,2500,1
New Orleans,Avendua Charles Lafitte,"New Orleans, LA",LA,New Orleans,Francois Leonlon Immanville de Villiers,"New Orleans, LA",LA,15,F,Odile,Mulatto,3/4/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,1000,1
New Orleans,Eugene Lasere,"New Orleans, LA",LA,New Orleans,Charles Francois de Villiers,"New Orleans, LA",LA,17,F,Marie,Unknown,3/4/1857,1,1,2,0.00587886,Cash and Credit,0.07287264,1100,1
New Orleans,Amanda Melissa Cowand Ames,"New Orleans, LA",LA,New Orleans,Jesse Cowand,"New Orleans, LA",LA,25,M,Windsor,Negro,3/4/1857,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,Henry Rodriguez,"New Orleans, LA",LA,New Orleans,Edgar Montegut,"New Orleans, LA",LA,38,M,John Smith,Negro,2/27/1857,1,0,1,0.005820175,Cash and Credit,0.07212176,1400,1
Bolivar,Lewis G. Gallaway,"Bolivar, MS",MS,New Orleans,John Caldwell Jr.,"New Orleans, LA",LA,28,M,Dave,Unknown,3/2/1857,17,0,17,0.006202525,Credit,0.07702264,19915,1
New Orleans,Hugh D. Cochrane,"New Orleans, LA",LA,New Orleans,Luico Mitchell Foster,"New Orleans, LA",LA,36,F,Mary/ Marie,Negro,2/20/1857,1,0,1,0.005746766,Cash and Credit,0.07118316,900,1
Rapides,Levi Wilson,"Rapides, LA",LA,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,27,M,Augustus,Negro,3/3/1857,1,0,1,0.00602698,Cash,0.07477,2000,1
New Orleans,Antoine Carbonel,"New Orleans, LA",LA,New Orleans,Maria Wilson,"New Orleans, LA",LA,48,F,Eliza,Negro,2/24/1857,1,0,1,0.00602698,Cash,0.07477,350,1
New Orleans,Francis Alexander Kelman,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,19,M,Frank,Negro,2/27/1857,1,0,1,0.00602698,Cash,0.07477,1325,1
Terrebonne,William Lafayette Schaffer,"Terrebonne, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,F,Caroline,Negro,3/3/1857,1,0,1,0.00602698,Exchange,0.07477,1300,1
Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Terrebonne,William Lafayette Schaffer,"Terrebonne, LA",LA,19,F,Lydia Ann,Negro,3/3/1857,1,0,1,0.00602698,Exchange,0.07477,1300,1
New Orleans,James Peter Freret,"New Orleans, LA",LA,New Orleans,Edward Farrelly,"New Orleans, LA",LA,29,M,Harnstead,Griff,2/28/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Mobile,Edward Begouen,"Mobile, AL",AL,19,F,Jane,Griff,3/4/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
St. Landry,Theophilus C. Littell,"St. Landry, LA",LA,New Orleans,Nathan R. Stratton,"New Orleans, LA",LA,27,M,John,Negro,3/4/1857,1,0,1,0.00602698,Cash,0.07477,1656,1
