OrderNumber,Sales Channel,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost,Customer_Names,City_Name,County,State,Type,Latitude,Longitude,AreaCode,Population,Household_Income,Median_Income,Land_Area,Water_Area,Time_Zone,Product_Name,Sales_Team,Region,Procured_Year,Order_Year,Order_Month,Month,Order_Month_Name,Supply Duration,Sales
SO - 000466,In-Store,2018-04-10,2018-07-13,2018-07-16,2018-07-22,6,38,218,13,6,0.15,3865.9,1971.6090000000002,Ascend Ltd,Warren,Macomb County,Michigan,City,42.49982,-83.00549,586,135358,53493,43523,89052398,191291,America/Detroit,Bakeware,Joshua Bennett,Northeast,2018,2018,7,April,July,9,23195.4
SO - 0008057,In-Store,2020-09-26,2020-12-27,2021-01-10,2021-01-18,6,8,278,13,4,0.3,201.0,92.46000000000001,Medsep Group,Akron,Summit County,Ohio,City,41.08144,-81.51901,330,197542,83684,34512,160659689,880527,America/New York,Bakeware,Joshua Bennett,Northeast,2020,2020,12,September,December,22,804.0
SO - 0007418,In-Store,2020-06-18,2020-10-13,2020-11-04,2020-11-09,6,46,155,13,3,0.05,1011.7,829.5939999999999,U.S. Ltd,Capital,Sangamon County,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,Bakeware,Joshua Bennett,Northeast,2020,2020,10,June,October,27,3035.1000000000004
SO - 0004896,In-Store,2019-08-23,2019-12-23,2019-12-30,2020-01-07,6,34,67,13,4,0.15,844.2,438.98400000000004,OUR Ltd,Salinas,Monterey County,California,City,36.67774,-121.6555,831,157380,40892,49840,61150707,98696,America/Los Angeles,Bakeware,Joshua Bennett,Northeast,2019,2019,12,August,December,15,3376.8
SO - 0007710,In-Store,2020-09-26,2020-11-15,2020-11-18,2020-11-19,6,9,331,24,5,0.2,2304.8,1912.9840000000002,Ei ,Mesquite,Kaufman County/Dallas County,Texas,City,32.76288,-96.58877,972,144788,47795,49604,122320600,479994,America/Chicago,Wall Frames,Joshua Bennett,Northeast,2020,2020,11,September,November,4,11524.0
SO - 0006168,In-Store,2020-03-10,2020-05-21,2020-05-28,2020-06-04,6,47,135,24,8,0.15,3946.3,2525.632,Niconovum Corp,St. Petersburg,Pinellas County,Florida,City,27.77086,-82.67927,727,257083,105443,45748,159935822,196559588,America/New York,Wall Frames,Joshua Bennett,Northeast,2020,2020,5,March,May,14,31570.4
SO - 0003638,In-Store,2019-05-15,2019-07-21,2019-07-31,2019-08-06,6,23,189,24,1,0.1,790.6,656.198,E. Ltd,South Bend,St. Joseph County,Indiana,City,41.68338,-86.25001,574,101516,39448,34523,107226145,1077799,America/Indiana/Indianapolis,Wall Frames,Joshua Bennett,Northeast,2019,2019,7,May,July,16,790.6
SO - 0002085,In-Store,2018-10-27,2019-01-15,2019-01-29,2019-02-05,6,40,67,24,1,0.15,1085.4,586.1160000000001,Select ,Salinas,Monterey County,California,City,36.67774,-121.6555,831,157380,40892,49840,61150707,98696,America/Los Angeles,Wall Frames,Joshua Bennett,Northeast,2018,2019,1,October,January,21,1085.4
SO - 0001958,In-Store,2018-07-19,2019-01-02,2019-01-12,2019-01-22,6,15,317,25,4,0.3,5172.400000000001,3258.6120000000005,Rochester Ltd,Denton,Denton County,Texas,City,33.21484,-97.13307,940,131044,43745,49100,241927463,4345974,America/Chicago,TV and video,Joshua Bennett,Northeast,2018,2019,1,July,January,20,20689.600000000002
SO - 0001038,In-Store,2018-07-19,2018-09-17,2018-09-25,2018-09-26,6,8,366,25,8,0.05,2961.4,1184.5600000000002,Medsep Group,Madison,Dane County,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago,TV and video,Joshua Bennett,Northeast,2018,2018,9,July,September,9,23691.2
SO - 0002449,In-Store,2018-10-27,2019-02-27,2019-03-15,2019-03-24,6,30,8,25,5,0.075,1145.7,641.5920000000001,S.S.S. Group,Glendale,Maricopa County,Arizona,City,33.53865,-112.18599,623,240126,79152,46776,153029354,1003996,America/Phoenix,TV and video,Joshua Bennett,Northeast,2018,2019,2,October,February,25,5728.5
SO - 0002538,In-Store,2019-02-04,2019-03-13,2019-04-05,2019-04-12,6,23,169,25,1,0.3,3832.4,1686.256,E. Ltd,Palatine (Township),Cook County,Illinois,Township,42.11125,-88.0644,847,114057,42938,77545,92499527,989285,America/Chicago,TV and video,Joshua Bennett,Northeast,2019,2019,3,February,March,30,3832.4
SO - 0006092,In-Store,2020-03-10,2020-05-12,2020-05-15,2020-05-20,6,30,284,25,4,0.1,1125.6000000000001,686.6160000000001,S.S.S. Group,Broken Arrow,Wagoner County/Tulsa County,Oklahoma,City,36.03653,-95.781,918,106563,37246,67131,159889421,1579677,America/Chicago,TV and video,Joshua Bennett,Northeast,2020,2020,5,March,May,8,4502.400000000001
SO - 0001795,In-Store,2018-07-19,2018-12-19,2018-12-30,2019-01-06,6,26,253,4,1,0.05,4006.6,3205.28,Mylan Corp,North Las Vegas,Clark County,Nevada,City,36.19886,-115.1175,702,234807,68686,52511,253858818,112001,America/Los Angeles,Serveware,Joshua Bennett,Northeast,2018,2018,12,July,December,18,4006.6
SO - 000405,In-Store,2018-04-10,2018-07-06,2018-07-21,2018-07-25,6,21,294,4,3,0.2,3986.5,2670.9550000000004,Ohio ,Philadelphia,Philadelphia County,Pennsylvania,City,39.95234,-75.16379,445,1567442,581050,38253,347519465,22089787,America/New York,Serveware,Joshua Bennett,Northeast,2018,2018,7,April,July,19,11959.5
SO - 0003103,In-Store,2019-02-04,2019-05-19,2019-06-06,2019-06-10,6,5,131,4,8,0.4,1695.1000000000001,966.207,Procter Corp,Pembroke Pines,Broward County,Florida,City,26.00315,-80.22394,954,166611,56171,61279,85539498,5033092,America/New York,Serveware,Joshua Bennett,Northeast,2019,2019,5,February,May,22,13560.800000000001
SO - 0004733,In-Store,2019-08-23,2019-12-03,2019-12-28,2020-01-01,6,9,35,4,4,0.15,1728.6000000000001,1382.88,Ei ,Fontana,San Bernardino County,California,City,34.09223,-117.43505,909,207460,49975,64824,111418803,0,America/Los Angeles,Serveware,Joshua Bennett,Northeast,2019,2019,12,August,December,29,6914.400000000001
SO - 0005964,In-Store,2019-12-01,2020-04-26,2020-05-18,2020-05-27,6,3,114,4,2,0.05,5688.3,2673.5009999999997,"Elorac, Corp",Brandon,Hillsborough County,Florida,CDP,27.9378,-82.28592,813,106604,40453,56464,85738633,4903052,America/New York,Serveware,Joshua Bennett,Northeast,2019,2020,4,December,April,31,11376.6
SO - 000506,In-Store,2018-04-10,2018-07-18,2018-08-13,2018-08-21,6,41,37,4,1,0.2,3879.3,3219.819,Weimei Corp,Fresno,Fresno County,California,City,36.74773,-119.77237,559,520052,161914,41531,296267437,732167,America/Los Angeles,Serveware,Joshua Bennett,Northeast,2018,2018,7,April,July,34,3879.3
SO - 0001353,In-Store,2018-07-19,2018-10-28,2018-11-21,2018-11-26,6,34,91,29,6,0.075,3082.0,1541.0,OUR Ltd,Aurora,Adams County/Douglas County/Arapahoe County,Colorado,City,39.688,-104.68974,303,359407,124031,53011,397624166,1731418,America/Denver,Pendants,Joshua Bennett,Northeast,2018,2018,10,July,October,29,18492.0
SO - 0001688,In-Store,2018-10-27,2018-12-06,2019-01-01,2019-01-02,6,49,124,29,2,0.1,1098.8,846.076,Bare ,Lakeland,Polk County,Florida,City,28.03947,-81.9498,863,104401,39376,39706,170700664,23355418,America/New York,Pendants,Joshua Bennett,Northeast,2018,2018,12,October,December,27,2197.6
SO - 0005511,In-Store,2019-12-01,2020-02-29,2020-03-05,2020-03-07,6,7,226,29,7,0.05,2331.6,1445.5919999999999,New Ltd,St. Louis,St. Louis city,Missouri,City,38.62727,-90.19789,314,315685,139555,35599,160458044,10670040,America/Chicago,Pendants,Joshua Bennett,Northeast,2019,2020,2,December,February,7,16321.199999999999
SO - 0005196,In-Store,2019-12-01,2020-01-25,2020-02-05,2020-02-06,6,26,73,22,5,0.05,2512.5,1055.25,Mylan Corp,San Mateo,San Mateo County,California,City,37.56299,-122.32553,650,103536,37861,90208,31415730,9721639,America/Los Angeles,Wine Storage,Joshua Bennett,Northeast,2019,2020,1,December,January,12,12562.5
SO - 0006425,In-Store,2020-03-10,2020-06-19,2020-06-26,2020-06-29,6,40,146,22,1,0.05,3819.0,1909.5,Select ,Honolulu,Honolulu County,Hawaii,CDP,21.32435,-157.84764,808,352769,127177,61442,156812572,20481895,Pacific/Honolulu,Wine Storage,Joshua Bennett,Northeast,2020,2020,6,March,June,10,3819.0
SO - 0007800,In-Store,2020-09-26,2020-11-24,2020-12-19,2020-12-20,6,16,243,22,7,0.075,891.1,454.461,"3LAB, Ltd",Elizabeth,Union County,New Jersey,City,40.66399,-74.2107,908,129007,39433,43568,31905474,3459587,America/New York,Wine Storage,Joshua Bennett,Northeast,2020,2020,11,September,November,26,6237.7
SO - 0006706,In-Store,2020-03-10,2020-07-20,2020-08-17,2020-08-18,6,48,139,22,4,0.05,2003.3,1121.8480000000002,"Fenwal, Corp",Athens,Clarke County,Georgia,Unified Government,33.95219,-83.36715,706,123912,45389,39464,308738452,4741286,America/New York,Wine Storage,Joshua Bennett,Northeast,2020,2020,7,March,July,29,8013.2
SO - 0006078,In-Store,2020-03-10,2020-05-10,2020-05-20,2020-05-22,6,25,292,30,5,0.15,3932.9,2831.688,Prasco Group,Salem,Marion County/Polk County,Oregon,City,44.92371,-123.02319,503,164549,57729,47191,125786966,1433926,America/Los Angeles,Wall Coverings,Joshua Bennett,Northeast,2020,2020,5,March,May,12,19664.5
SO - 0004895,In-Store,2019-08-23,2019-12-23,2020-01-19,2020-01-26,6,9,256,30,5,0.075,5855.8,4216.176,Ei ,Spring Valley,Clark County,Nevada,CDP,36.10803,-115.245,702,183937,70748,50192,86125947,0,America/Los Angeles,Wall Coverings,Joshua Bennett,Northeast,2019,2019,12,August,December,34,29279.0
SO - 000843,In-Store,2018-04-10,2018-08-24,2018-08-28,2018-09-04,6,1,106,30,8,0.05,964.8000000000001,665.712,Avon Corp,Hartford (Town),Hartford County,Connecticut,Town,41.76593,-72.68158,959,124006,45239,30630,45016120,1748078,America/New York,Wall Coverings,Joshua Bennett,Northeast,2018,2018,8,April,August,11,7718.400000000001
SO - 000187,In-Store,2017-12-31,2018-06-11,2018-06-29,2018-07-01,6,47,337,30,3,0.1,891.1,632.681,Niconovum Corp,Richardson,Collin County/Dallas County,Texas,City,32.97229,-96.70807,972,110815,40020,72427,73982785,234329,America/Chicago,Wall Coverings,Joshua Bennett,Northeast,2017,2018,6,December,June,20,2673.3
SO - 0007188,In-Store,2020-06-18,2020-09-17,2020-09-30,2020-10-08,6,14,66,30,2,0.2,241.20000000000002,205.02,Linde ,Sacramento,Sacramento County,California,City,38.58157,-121.4944,530,490712,178185,50739,253621861,5651667,America/Los Angeles,Wall Coverings,Joshua Bennett,Northeast,2020,2020,9,June,September,21,482.40000000000003
SO - 0001051,In-Store,2018-07-19,2018-09-19,2018-10-05,2018-10-11,6,45,338,30,8,0.1,2566.1,1334.372,Nipro ,Round Rock,Williamson County/Travis County,Texas,City,30.52524,-97.66595,512,115997,35580,72412,92117027,781179,America/Chicago,Wall Coverings,Joshua Bennett,Northeast,2018,2018,9,July,September,22,20528.8
SO - 0002579,In-Store,2019-02-04,2019-03-18,2019-04-03,2019-04-06,6,28,358,30,7,0.075,917.9,559.919,Dharma Ltd,Everett,Snohomish County,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles,Wall Coverings,Joshua Bennett,Northeast,2019,2019,3,February,March,19,6425.3
SO - 0002066,In-Store,2018-10-27,2019-01-12,2019-01-28,2019-02-06,6,27,307,30,2,0.075,187.6,133.196,Wuxi Group,Abilene,Jones County/Taylor County,Texas,City,32.45451,-99.73815,325,121721,42348,43189,276322592,14012163,America/Chicago,Wall Coverings,Joshua Bennett,Northeast,2018,2019,1,October,January,25,375.2
SO - 0003440,In-Store,2019-02-04,2019-06-27,2019-07-02,2019-07-06,6,31,96,30,6,0.4,3651.5,2117.87,Uriel Group,Fort Collins,Larimer County,Colorado,City,40.58526,-105.08442,970,161175,58918,55647,144576803,3196479,America/Denver,Wall Coverings,Joshua Bennett,Northeast,2019,2019,6,February,June,9,21909.0
SO - 0003746,In-Store,2019-05-15,2019-08-02,2019-08-06,2019-08-13,6,47,219,30,2,0.4,6009.900000000001,4507.425,Niconovum Corp,Minneapolis,Hennepin County,Minnesota,City,44.97997,-93.26384,612,410939,168385,51480,139858340,9027529,America/Chicago,Wall Coverings,Joshua Bennett,Northeast,2019,2019,8,May,August,11,12019.800000000001
SO - 0003450,In-Store,2019-02-04,2019-06-28,2019-07-13,2019-07-18,6,20,68,37,6,0.15,254.6,178.22,Pacific Ltd,San Bernardino,San Bernardino County,California,City,34.10834,-117.28977,909,216108,57580,37047,159326695,1126214,America/Los Angeles,Platters,Joshua Bennett,Northeast,2019,2019,6,February,June,20,1527.6
SO - 0003857,In-Store,2019-05-15,2019-08-16,2019-08-22,2019-08-27,6,39,143,37,2,0.05,3852.5,3236.1,Victory Ltd,Macon,Bibb County,Georgia,Other,32.808840000000004,-83.69419,478,153515,57025,36568,645603627,14488557,America/New York,Platters,Joshua Bennett,Northeast,2019,2019,8,May,August,11,7705.0
SO - 0001686,In-Store,2018-07-19,2018-12-06,2018-12-08,2018-12-16,6,17,283,37,1,0.075,1976.5,1264.96,Pure Group,Toledo,Lucas County,Ohio,City,41.66394,-83.55521,419,279789,117531,33687,209065315,8887951,America/New York,Platters,Joshua Bennett,Northeast,2018,2018,12,July,December,10,1976.5
SO - 0004130,In-Store,2019-05-15,2019-09-20,2019-09-26,2019-09-29,6,23,230,37,6,0.1,1299.8,1013.844,E. Ltd,Charlotte,Mecklenburg County,North Carolina,City,35.22709,-80.84313,704,827097,305488,53637,790925550,5215849,America/New York,Platters,Joshua Bennett,Northeast,2019,2019,9,May,September,9,7798.799999999999
SO - 000664,In-Store,2018-04-10,2018-08-04,2018-08-12,2018-08-20,6,42,21,37,5,0.075,1118.9,727.2850000000001,Llorens Ltd,Carlsbad,San Diego County,California,City,33.15809,-117.35059,760,113453,42791,90597,97713477,3595655,America/Los Angeles,Platters,Joshua Bennett,Northeast,2018,2018,8,April,August,16,5594.5
SO - 000349,In-Store,2018-04-10,2018-06-30,2018-07-04,2018-07-11,6,12,274,37,2,0.075,1165.8,827.718,Medline ,Staten Island,Richmond County,New York,Borough,40.57628,-74.14484,718,474558,156341,55039,152000000,110000000,America/New York,Platters,Joshua Bennett,Northeast,2018,2018,6,April,June,11,2331.6
SO - 0003607,In-Store,2019-02-04,2019-07-18,2019-08-04,2019-08-08,6,30,99,37,1,0.05,1762.1000000000001,1251.0910000000001,S.S.S. Group,Lakewood,Jefferson County,Colorado,City,39.70471,-105.08137,303,152597,63159,56954,111039036,3056315,America/Denver,Platters,Joshua Bennett,Northeast,2019,2019,7,February,July,21,1762.1000000000001
SO - 0002075,In-Store,2018-10-27,2019-01-13,2019-01-25,2019-01-29,6,27,116,37,6,0.15,991.6,743.7,Wuxi Group,Clearwater,Pinellas County,Florida,City,27.97895,-82.76657,727,113003,46234,44198,67027321,36469162,America/New York,Platters,Joshua Bennett,Northeast,2018,2019,1,October,January,16,5949.6
SO - 0003999,In-Store,2019-05-15,2019-09-03,2019-09-13,2019-09-17,6,39,72,15,1,0.4,1159.1000000000001,822.961,Victory Ltd,San Jose,Santa Clara County,California,City,37.33939,-121.89496,408,1026908,314297,84647,459749746,7803332,America/Los Angeles,Outdoor Furniture,Joshua Bennett,Northeast,2019,2019,9,May,September,14,1159.1000000000001
SO - 0006469,In-Store,2020-03-10,2020-06-24,2020-07-18,2020-07-24,6,18,298,15,6,0.15,2237.8,939.8760000000001,Eminence Corp,Columbia,Lexington County/Richland County,South Carolina,City,34.0291,-80.89804,803,133803,44506,41260,345805347,6998722,America/New York,Outdoor Furniture,Joshua Bennett,Northeast,2020,2020,6,March,June,30,13426.800000000001
SO - 0003182,In-Store,2019-02-04,2019-05-27,2019-05-31,2019-06-04,6,45,343,15,2,0.15,2499.1,1449.4779999999998,Nipro ,Waco,McLennan County,Texas,City,31.54933,-97.14667,254,132356,46719,33147,230561142,31850141,America/Chicago,Outdoor Furniture,Joshua Bennett,Northeast,2019,2019,5,February,May,8,4998.2
SO - 0001765,In-Store,2018-07-19,2018-12-15,2018-12-27,2018-12-29,6,3,173,19,5,0.05,1139.0,899.8100000000001,"Elorac, Corp",Rockford,Winnebago County/Ogle County,Illinois,City,42.25884,-89.06455,815,148278,58559,38716,164382960,2627885,America/Chicago,Vanities,Joshua Bennett,Northeast,2018,2018,12,July,December,14,5695.0
SO - 0005045,In-Store,2019-08-23,2020-01-09,2020-01-14,2020-01-19,6,17,339,19,5,0.05,5460.5,2348.015,Pure Group,San Angelo,Tom Green County,Texas,City,31.46377,-100.43704,325,100450,36409,44802,155255892,5940332,America/Chicago,Vanities,Joshua Bennett,Northeast,2019,2020,1,August,January,10,27302.5
SO - 0005058,In-Store,2019-08-23,2020-01-10,2020-01-15,2020-01-18,6,20,274,19,7,0.05,1031.8,825.44,Pacific Ltd,Staten Island,Richmond County,New York,Borough,40.57628,-74.14484,718,474558,156341,55039,152000000,110000000,America/New York,Vanities,Joshua Bennett,Northeast,2019,2020,1,August,January,8,7222.599999999999
SO - 0006157,In-Store,2020-03-10,2020-05-19,2020-06-16,2020-06-18,6,19,257,19,6,0.075,5695.0,2847.5,Qualitest ,Sunrise Manor,Clark County,Nevada,CDP,36.21108,-115.07306,702,187647,60366,39586,86444651,0,America/Los Angeles,Vanities,Joshua Bennett,Northeast,2020,2020,5,March,May,30,34170.0
SO - 0007198,In-Store,2020-06-18,2020-09-18,2020-10-05,2020-10-11,6,26,345,19,4,0.075,804.0,498.48,Mylan Corp,Provo,Utah County,Utah,City,40.23384,-111.65853,385,115264,32506,41291,107922719,6474977,America/Denver,Vanities,Joshua Bennett,Northeast,2020,2020,9,June,September,23,3216.0
SO - 0002548,In-Store,2019-02-04,2019-03-14,2019-03-21,2019-03-25,6,46,219,19,2,0.05,1922.9,1576.778,U.S. Ltd,Minneapolis,Hennepin County,Minnesota,City,44.97997,-93.26384,612,410939,168385,51480,139858340,9027529,America/Chicago,Vanities,Joshua Bennett,Northeast,2019,2019,3,February,March,11,3845.8
SO - 0007303,In-Store,2020-06-18,2020-09-30,2020-10-20,2020-10-28,6,36,171,40,6,0.05,3276.3,1998.5430000000001,O.E. Ltd,Peoria City,Peoria County,Illinois,Township,40.74495,-89.60964,309,104291,43267,42041,104884817,5748402,America/Chicago,Rugs,Joshua Bennett,Northeast,2020,2020,9,June,September,28,19657.800000000003
SO - 0002460,In-Store,2018-10-27,2019-02-28,2019-03-24,2019-03-27,6,34,129,40,8,0.3,6371.7,5288.5109999999995,OUR Ltd,Orlando,Orange County,Florida,City,28.53834,-81.37924,407,270934,105359,42318,272512582,22100434,America/New York,Rugs,Joshua Bennett,Northeast,2018,2019,2,October,February,27,50973.6
SO - 0003946,In-Store,2019-05-15,2019-08-27,2019-09-08,2019-09-13,6,42,283,40,5,0.1,1809.0,1175.8500000000001,Llorens Ltd,Toledo,Lucas County,Ohio,City,41.66394,-83.55521,419,279789,117531,33687,209065315,8887951,America/New York,Rugs,Joshua Bennett,Northeast,2019,2019,8,May,August,17,9045.0
SO - 0008041,In-Store,2020-09-26,2020-12-24,2021-01-16,2021-01-25,6,33,94,40,6,0.075,3899.4,1754.73,Trigen ,Colorado Springs,El Paso County,Colorado,City,38.83388,-104.82136,719,456568,174441,54527,506667557,947196,America/Denver,Rugs,Joshua Bennett,Northeast,2020,2020,12,September,December,32,23396.4
SO - 0001183,In-Store,2018-07-19,2018-10-05,2018-10-25,2018-11-03,6,45,17,40,8,0.075,3979.8,2865.456,Nipro ,Antioch,Contra Costa County,California,City,38.00492,-121.80579,925,110542,33718,64329,76173197,1842711,America/Los Angeles,Rugs,Joshua Bennett,Northeast,2018,2018,10,July,October,29,31838.4
SO - 0006073,In-Store,2020-03-10,2020-05-09,2020-06-06,2020-06-10,6,40,159,40,2,0.05,1728.6000000000001,726.0120000000001,Select ,Elgin (Township),Kane County,Illinois,Township,42.0261,-88.31822,847,104288,33089,63609,82722594,1676406,America/Chicago,Rugs,Joshua Bennett,Northeast,2020,2020,5,March,May,32,3457.2000000000003
SO - 0003033,In-Store,2019-02-04,2019-05-10,2019-06-03,2019-06-08,6,47,362,40,6,0.1,2499.1,1124.595,Niconovum Corp,Spokane,Spokane County,Washington,City,47.65878,-117.42605,509,213272,87623,42386,178034003,1984449,America/Los Angeles,Rugs,Joshua Bennett,Northeast,2019,2019,5,February,May,29,14994.599999999999
SO - 000444,In-Store,2018-04-10,2018-07-11,2018-07-24,2018-07-29,6,48,122,40,1,0.05,1118.9,794.419,"Fenwal, Corp",Hollywood,Broward County,Florida,City,26.0112,-80.14949,954,149728,55823,46791,70639073,8937087,America/New York,Rugs,Joshua Bennett,Northeast,2018,2018,7,April,July,18,1118.9
SO - 0001325,In-Store,2018-07-19,2018-10-25,2018-11-20,2018-11-27,6,48,25,40,6,0.075,1185.9,913.1430000000001,"Fenwal, Corp",Corona,Riverside County,California,City,33.87529,-117.56644,951,164226,48156,74149,102233537,211897,America/Los Angeles,Rugs,Joshua Bennett,Northeast,2018,2018,10,July,October,33,7115.400000000001
SO - 0001276,In-Store,2018-07-19,2018-10-18,2018-10-21,2018-10-30,6,1,155,40,2,0.075,1005.0,683.4000000000001,Avon Corp,Capital,Sangamon County,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,Rugs,Joshua Bennett,Northeast,2018,2018,10,July,October,12,2010.0
SO - 0002371,In-Store,2018-10-27,2019-02-17,2019-03-02,2019-03-11,6,27,237,7,1,0.05,1098.8,879.04,Wuxi Group,Winston-Salem,Forsyth County,North Carolina,City,36.09986,-80.24422,336,241218,93267,39882,343173025,3173027,America/New York,Dinnerware,Joshua Bennett,Northeast,2018,2019,2,October,February,22,1098.8
